Type,Freq.Const.Speaker,Agt.Freq.Noun,Tense,Pr.2.Pr,Co.2.Pr,Polarity,Style,Gender,Age,Education
Singular,0.3261,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3191,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3125,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3061,0.015,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.3,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2941,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2885,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.283,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2778,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2727,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2679,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2632,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2586,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2712,0.03,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2667,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2623,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0.2581,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.254,0.04,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Plural,0.2656,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,University
Singular,0,0,Present-Preterit,Singular,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Singular,0,0.09,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Female,Youngest.Speakers,University
Singular,0,0.015,Present-Preterit,No.Priming,Singular,Positive,Interview,Female,Youngest.Speakers,University
Singular,0,0.03,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Singular,0,0,Present-Preterit,Singular,Singular,Positive,Interview,Female,Youngest.Speakers,University
Plural,0,0.15,All.Others,No.Priming,Singular,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.1429,0.005,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Plural,0.125,0.005,All.Others,Singular,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Plural,0.2222,0.105,All.Others,No.Priming,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.3,0.105,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.25,0.06,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.2308,0.05,Present-Preterit,No.Priming,Singular,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.2143,0.05,Present-Preterit,Singular,Singular,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.2,0.025,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.1875,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1765,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1667,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.1579,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2,0.005,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1905,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1818,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1739,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1667,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.16,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1538,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1481,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1429,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.1379,0.02,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.129,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.1563,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.1818,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2059,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2222,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2105,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2308,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.25,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2439,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2381,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2727,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2667,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2609,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2553,0.03,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2708,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2857,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2941,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2885,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.283,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2963,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2909,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2857,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2807,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2759,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2881,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2833,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2787,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2742,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2698,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2813,0.04,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2923,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2879,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.2985,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.2941,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3043,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3143,0.235,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3099,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3194,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3243,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3333,0.05,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3289,0.05,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3247,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3205,0.065,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3291,0.01,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3375,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3415,0.075,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3494,0.085,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Female,Youngest.Speakers,University
Singular,0.3529,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3488,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Singular,0.3448,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3409,0.095,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3483,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3556,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3587,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3656,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0.3723,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,University
Plural,0,0.03,All.Others,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,1,0.03,All.Others,Pluralized,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,1,0.015,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.6667,0.01,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.5,0.01,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.4,0.015,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3333,0.015,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.2857,0.015,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.25,0.075,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.2222,0.075,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.1818,0,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.1667,0.045,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.1538,0.085,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.1429,0.075,All.Others,Singular,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.2,0.005,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.25,0.005,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.2941,0.005,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.3333,0.005,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3684,0.01,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.35,0.025,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3333,0,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3182,0.025,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3043,0.01,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.2917,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.28,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2692,0,Present-Preterit,Singular,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2593,0,Present-Preterit,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.25,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2414,0.005,Present-Preterit,Singular,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2333,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2258,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2188,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2121,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2286,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2222,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2162,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2368,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2564,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.25,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2439,0.035,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2558,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2727,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2609,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2766,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3061,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3137,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3208,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3148,0.015,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3091,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3036,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.2982,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.2931,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3051,0.03,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3167,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3279,0.045,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0.045,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3281,0.045,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3385,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3284,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3382,0.22,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3478,0.04,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3429,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.338,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3333,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3288,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3243,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.32,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3158,0.02,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3247,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3205,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3165,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3125,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3086,0.04,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3171,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3253,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3214,0.3,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3176,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3256,0.235,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3409,0.135,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3371,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3333,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0,0.16,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Singular,0,0.16,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Singular,0,0,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Plural,0,0,All.Others,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.25,0.02,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.2,0,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1667,0.035,All.Others,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1429,0.035,All.Others,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.125,0,All.Others,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1111,0.045,All.Others,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Plural,0.1,0.015,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1538,0.12,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1429,0.12,Present-Preterit,Singular,Singular,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1333,0.075,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.125,0.025,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1176,0.07,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Oldest.Speakers,University
Singular,0.1111,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1053,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0952,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0909,0.005,Present-Preterit,Singular,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.087,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0833,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.08,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0769,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0741,0.14,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0714,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.069,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.0968,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.125,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1212,0.035,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1176,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1143,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1111,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1081,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
