norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
849,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
787,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,4
652,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
731,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
760,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,4
730,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
989,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
678,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
827,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
947,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
796,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
744,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
685,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
543,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
972,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
615,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
593,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
848,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
666,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
774,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
715,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
809,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
585,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
1040,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
810,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
733,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
685,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
512,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
609,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
687,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,5
904,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
558,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
766,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
709,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
859,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
763,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
762,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
762,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
652,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
874,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,5
775,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,8
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,7
826,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
703,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
735,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
911,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,5
739,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,6
803,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
770,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
561,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,7
673,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,6
899,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
841,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
933,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
863,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
754,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
671,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
719,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
694,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
955,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
759,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
741,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
965,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
749,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
1021,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
768,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
1006,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
759,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
966,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
741,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
814,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
816,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
796,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
798,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
812,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
892,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
809,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,6
795,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
778,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
740,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
738,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
1017,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
770,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
849,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
836,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
817,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
771,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
556,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,10
513,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,10
821,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
793,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
584,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
683,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
828,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
677,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
534,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
706,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,6
812,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
799,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
894,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
1004,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
871,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
794,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
830,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
839,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
869,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
687,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,4
726,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
1066,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
512,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,7
832,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
720,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
844,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
794,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
840,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
649,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
818,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
1001,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
1049,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
958,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,4
1110,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
654,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
841,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
744,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
806,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
986,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
720,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
645,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
938,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
707,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
830,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
684,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
744,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
585,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
748,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,5
1177,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
931,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
1003,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,7
853,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
730,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,4
721,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
603,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
728,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
757,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
833,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
825,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
816,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
826,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
825,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,6
823,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,6
654,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
707,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
529,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
547,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
981,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
687,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
769,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
725,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
708,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
995,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
692,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
746,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,7
769,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,7
914,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
733,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
725,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
697,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
687,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
746,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,5
934,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
708,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
840,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
877,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
616,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
846,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
715,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
693,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
810,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
542,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,7
908,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
920,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
841,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
642,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
855,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
828,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
923,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
812,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
781,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
873,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
756,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
946,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,2
699,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
700,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
724,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
638,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,5
833,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,3
946,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
668,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,1
722,Stronger Proactive Control,Weaker Reactive Control,Read,1988,Female,African American,My whole life,Public,Service,4
667,Stronger Proactive Control,Weaker Reactive Control,Conversational,1988,Female,African American,My whole life,Public,Service,4
605,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
813,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
708,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
650,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
759,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
892,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
634,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
560,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
809,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
780,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
813,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,3
812,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
791,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
690,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
794,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
815,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
727,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
934,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
708,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
738,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
521,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
595,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
717,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
630,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
757,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
675,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
805,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
691,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
787,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
747,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
805,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
910,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
750,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
728,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
650,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
852,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
817,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
567,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
700,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
823,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
582,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
660,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
694,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
726,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
834,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
861,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
867,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
757,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
696,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
714,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
588,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
814,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
859,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
557,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
882,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
776,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
825,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
831,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
756,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
794,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
1077,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
716,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
487,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
655,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
768,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
957,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
