Subject,Word,Affix,LogRT,Sex,PrevError
2s13,knuses,s,7.002792694,F,CORRECT
2s12,knuses,s,6.74321077,F,CORRECT
2s10,knuses,s,6.948071546,M,CORRECT
2s07,knuses,s,6.804193145,F,CORRECT
2s10,knyttet,et,6.610076741,M,CORRECT
2s11,knyttet,et,7.020342618,M,CORRECT
2s08,knyttet,et,6.872024469,F,CORRECT
2s04,knyttet,et,6.643203624,M,CORRECT
2s14,knyttet,et,6.529637792,M,CORRECT
2s13,knyttet,et,6.722858409,F,CORRECT
2s12,knyttet,et,6.923067447,F,CORRECT
2s17,knyttet,et,6.603483014,M,CORRECT
2s09,knyttet,et,6.913409265,F,CORRECT
2s02,knyttet,et,6.629706655,F,CORRECT
2s07,knyttet,et,6.433840009,F,CORRECT
2s20,knyttet,et,6.530177674,F,CORRECT
2s21,knyttet,et,6.821914126,F,CORRECT
2s15,knyttet,et,6.658614202,M,CORRECT
2s03,knyttet,et,6.621072707,M,CORRECT
2s17,kongelig,lig,6.671273163,M,CORRECT
2s04,kongelig,lig,6.723062914,M,CORRECT
2s11,kongelig,lig,6.789050569,M,CORRECT
2s10,kongelig,lig,6.751814665,M,CORRECT
2s20,kongelig,lig,6.55484467,F,CORRECT
2s14,kongelig,lig,6.443940459,M,CORRECT
2s09,kongelig,lig,6.664727847,F,CORRECT
2s06,kongelig,lig,6.485199962,F,CORRECT
2s19,kongelig,lig,6.51174533,F,CORRECT
2s05,kongelig,lig,6.533381778,F,CORRECT
2s22,kongelig,lig,6.724673433,F,CORRECT
2s18,kongelig,lig,6.613102299,F,CORRECT
2s15,kongelig,lig,6.552251078,M,CORRECT
2s21,kongelig,lig,6.743576149,F,CORRECT
2s16,kongelig,lig,6.555314217,M,CORRECT
2s03,kongelig,lig,6.841722308,M,CORRECT
2s07,kongelig,lig,6.806253974,F,CORRECT
2s01,kongelig,lig,6.746412129,M,CORRECT
2s02,kongelig,lig,6.586916205,F,CORRECT
2s08,kongelig,lig,6.658537223,F,CORRECT
2s13,kongelig,lig,6.799902772,F,CORRECT
2s13,kostbar,bar,6.62915187,F,CORRECT
2s04,kostbar,bar,6.775982339,M,CORRECT
2s17,kostbar,bar,6.751873101,M,CORRECT
2s09,kostbar,bar,6.887787238,F,CORRECT
2s22,kostbar,bar,6.749603271,F,CORRECT
2s02,kostbar,bar,6.616546997,F,CORRECT
2s03,kostbar,bar,6.782192056,M,CORRECT
2s16,kostbar,bar,6.493057682,M,CORRECT
2s12,kostbar,bar,6.60791965,F,CORRECT
2s11,kostbar,bar,6.547100999,M,CORRECT
2s21,kostbar,bar,6.655517567,F,CORRECT
2s15,kostbar,bar,6.688354714,M,CORRECT
2s14,kostbar,bar,6.767596258,M,CORRECT
2s05,kostbar,bar,6.478140911,F,CORRECT
2s08,kostbar,bar,6.809579999,F,CORRECT
2s20,kostbar,bar,6.47450779,F,CORRECT
2s10,kostbar,bar,6.617068698,M,CORRECT
2s19,kostbar,bar,6.704328567,F,CORRECT
2s18,kostbar,bar,6.668393419,F,CORRECT
2s01,kostbar,bar,6.54867745,M,CORRECT
2s06,kostbar,bar,6.507456801,F,CORRECT
2s15,krE6ves,s,6.91558455,M,CORRECT
2s18,krE6ves,s,6.631290062,F,CORRECT
2s05,krE6ves,s,6.586488846,F,CORRECT
2s14,krE6ves,s,6.689425125,M,CORRECT
2s19,krE6ves,s,6.886061665,F,CORRECT
2s16,krE6ves,s,6.693757279,M,CORRECT
2s09,krE6ves,s,6.78216938,F,CORRECT
2s21,krE6ves,s,6.84664554,F,CORRECT
2s02,krE6ves,s,6.896188643,F,CORRECT
2s12,krE6ves,s,6.86702703,F,CORRECT
2s22,krE6ves,s,6.72426504,F,CORRECT
2s13,krE6ves,s,6.695650575,F,CORRECT
2s20,krE6ves,s,6.562895969,F,CORRECT
2s10,krE6ves,s,6.702586705,M,CORRECT
2s01,krE6ves,s,6.696256167,M,CORRECT
2s11,krE6ves,s,6.802439207,M,CORRECT
2s08,krE6ves,s,7.016179098,F,CORRECT
2s04,krE6ves,s,6.836227053,M,CORRECT
2s06,krE6ves,s,6.724253025,F,CORRECT
2s07,krE6ves,s,6.721883427,F,CORRECT
2s04,kursiv,iv,6.746423879,M,CORRECT
2s15,kursiv,iv,6.703089949,M,CORRECT
2s14,kursiv,iv,6.503134814,M,CORRECT
2s11,kursiv,iv,6.646234659,M,CORRECT
2s05,kursiv,iv,6.69363341,F,CORRECT
2s13,kursiv,iv,6.849394967,F,CORRECT
2s06,kursiv,iv,6.913757231,F,CORRECT
2s21,kursiv,iv,6.788656378,F,CORRECT
2s18,kursiv,iv,6.629878312,F,CORRECT
2s12,kursiv,iv,6.801160669,F,CORRECT
2s22,kursiv,iv,6.826187242,F,CORRECT
2s19,kursiv,iv,6.622470331,F,CORRECT
2s09,kursiv,iv,6.706947908,F,CORRECT
2s08,kursiv,iv,6.812719062,F,CORRECT
2s10,kursiv,iv,6.752795939,M,ERROR
2s02,kursiv,iv,6.620273187,F,CORRECT
2s17,kursiv,iv,6.630868065,M,CORRECT
2s16,kursiv,iv,6.447971251,M,CORRECT
2s07,kursiv,iv,6.80230587,F,CORRECT
2s20,kursiv,iv,6.81305991,F,CORRECT
2s03,kursiv,iv,6.826534378,M,CORRECT
2s01,kursiv,iv,6.739135424,M,CORRECT
2s20,kE6khed,hed,6.512977854,F,CORRECT
2s12,kE6khed,hed,6.818803839,F,CORRECT
2s11,kE6khed,hed,6.509960677,M,CORRECT
2s06,kE6khed,hed,6.605000177,F,CORRECT
2s18,kE6khed,hed,6.693435186,F,CORRECT
2s04,kE6khed,hed,6.942697622,M,CORRECT
2s09,kE6khed,hed,6.606366362,F,CORRECT
2s17,kE6khed,hed,6.749954613,M,CORRECT
2s07,kE6khed,hed,6.57907064,F,ERROR
2s10,kE6khed,hed,6.503164788,M,CORRECT
2s21,kE6khed,hed,6.760206095,F,CORRECT
2s03,kE6khed,hed,6.526392365,M,CORRECT
2s15,kE6khed,hed,6.584224934,M,CORRECT
2s22,kE6khed,hed,6.724769502,F,CORRECT
2s16,kE6khed,hed,6.478893593,M,ERROR
2s08,kE6khed,hed,6.792826915,F,CORRECT
2s13,kE6khed,hed,6.467947142,F,CORRECT
2s14,kE6khed,hed,6.619152783,M,CORRECT
2s01,kE6khed,hed,6.637389084,M,CORRECT
2s19,kE6khed,hed,6.518837505,F,CORRECT
2s13,langsom,som,6.773354938,F,CORRECT
2s10,langsom,som,6.503479463,M,CORRECT
2s05,langsom,som,6.537459419,F,CORRECT
2s17,langsom,som,6.704536896,M,CORRECT
2s02,langsom,som,6.815815413,F,CORRECT
2s15,langsom,som,6.682083534,M,CORRECT
2s16,langsom,som,6.588596299,M,CORRECT
2s01,langsom,som,6.739809888,M,CORRECT
2s20,langsom,som,6.44255609,F,CORRECT
2s06,langsom,som,6.668685577,F,CORRECT
2s03,langsom,som,6.638633232,M,CORRECT
2s07,langsom,som,6.616627276,F,CORRECT
2s19,langsom,som,6.713308508,F,CORRECT
2s21,langsom,som,6.773949563,F,CORRECT
2s11,langsom,som,6.738057703,M,CORRECT
2s18,langsom,som,6.57575901,F,CORRECT
2s09,langsom,som,6.901908218,F,CORRECT
2s04,langsom,som,6.784626732,M,CORRECT
2s08,langsom,som,7.004219338,F,ERROR
2s22,langsom,som,6.857871517,F,CORRECT
2s16,laves,s,6.576497424,M,CORRECT
2s11,laves,s,6.838126491,M,CORRECT
2s13,laves,s,6.593400635,F,CORRECT
2s20,laves,s,6.700411255,F,CORRECT
2s03,laves,s,6.960271825,M,ERROR
2s05,laves,s,6.580028687,F,CORRECT
2s09,laves,s,6.796566702,F,CORRECT
2s10,laves,s,6.852401119,M,CORRECT
2s14,laves,s,6.694908533,M,CORRECT
2s22,laves,s,6.957592514,F,CORRECT
2s18,laves,s,6.75055161,F,CORRECT
2s06,laves,s,6.926027324,F,CORRECT
2s04,laves,s,7.007682059,M,CORRECT
2s02,laves,s,6.827683404,F,CORRECT
2s07,laves,s,6.777669372,F,ERROR
2s12,laves,s,7.043011433,F,CORRECT
2s08,laves,s,6.944887274,F,CORRECT
2s06,legater,er,6.594331377,F,CORRECT
2s05,legater,er,6.700694208,F,CORRECT
2s01,legater,er,6.774075304,M,CORRECT
2s17,legater,er,6.793084894,M,CORRECT
2s16,legater,er,6.528206425,M,CORRECT
2s03,legater,er,6.954552983,M,CORRECT
2s02,legater,er,6.816462021,F,CORRECT
2s18,legater,er,6.614886445,F,CORRECT
2s11,legater,er,6.855598454,M,CORRECT
2s19,legater,er,6.771316808,F,CORRECT
2s07,legater,er,6.876697955,F,CORRECT
2s21,legater,er,6.802472538,F,CORRECT
2s15,legater,er,6.99642528,M,CORRECT
2s13,legater,er,6.879283785,F,CORRECT
2s22,legater,er,6.843675319,F,CORRECT
2s09,legater,er,6.851005017,F,ERROR
2s12,legater,er,6.743069297,F,CORRECT
2s08,legater,er,6.872521806,F,CORRECT
2s14,legater,er,6.691972074,M,CORRECT
2s20,legater,er,6.784434438,F,CORRECT
2s21,lignede,ede,6.818530545,F,CORRECT
2s22,lignede,ede,6.749708687,F,CORRECT
2s20,lignede,ede,6.636641852,F,CORRECT
2s17,lignede,ede,6.950795611,M,CORRECT
2s01,lignede,ede,6.860485459,M,CORRECT
2s19,lignede,ede,6.780205958,F,CORRECT
2s03,lignede,ede,6.815914075,M,CORRECT
2s04,lignede,ede,6.858502008,M,CORRECT
2s07,lignede,ede,6.706446602,F,CORRECT
2s06,lignede,ede,6.70264809,F,CORRECT
2s15,lignede,ede,6.89852279,M,CORRECT
2s12,lignede,ede,6.685786038,F,CORRECT
2s18,lignede,ede,6.923077295,F,CORRECT
2s14,lignede,ede,6.69952497,M,CORRECT
2s02,lignede,ede,7.028228027,F,CORRECT
2s10,lignede,ede,6.829599124,M,CORRECT
2s08,lignede,ede,6.912573652,F,CORRECT
2s13,lignede,ede,6.955945263,F,CORRECT
2s11,lignede,ede,7.064929953,M,CORRECT
2s09,lignede,ede,6.738685528,F,CORRECT
2s06,livlig,lig,6.5572186,F,ERROR
2s14,livlig,lig,6.552564947,M,CORRECT
2s11,livlig,lig,6.859509966,M,CORRECT
2s08,livlig,lig,6.6577799539999996,F,CORRECT
2s21,livlig,lig,6.751604266,F,CORRECT
2s04,livlig,lig,6.736516085,M,CORRECT
2s18,livlig,lig,6.81604561,F,CORRECT
2s16,livlig,lig,6.624091788,M,CORRECT
2s17,livlig,lig,6.665467134,M,CORRECT
2s01,livlig,lig,6.91858641,M,CORRECT
2s13,livlig,lig,6.657972534,F,CORRECT
2s05,livlig,lig,6.872221361,F,CORRECT
2s03,livlig,lig,6.649735563,M,CORRECT
2s15,livlig,lig,6.666422298,M,CORRECT
2s12,livlig,lig,6.679360464,F,CORRECT
2s20,livlig,lig,6.592934939,F,CORRECT
2s22,livlig,lig,6.837954939,F,CORRECT
2s02,livlig,lig,6.629534969,F,CORRECT
2s07,livlig,lig,6.574029268,F,CORRECT
2s09,livlig,lig,6.584197293,F,CORRECT
2s10,livlig,lig,6.64167813,M,CORRECT
2s19,livlig,lig,6.688989631,F,CORRECT
2s16,lovende,ende,6.953521829,M,CORRECT
2s13,lovende,ende,6.802650286,F,ERROR
2s11,lovende,ende,6.825405746,M,CORRECT
2s10,lovende,ende,6.726557091,M,CORRECT
2s17,lovende,ende,6.781080327,M,CORRECT
2s02,lovende,ende,6.621245852,F,CORRECT
2s21,lovende,ende,6.96230975,F,CORRECT
2s15,lovende,ende,6.826751276,M,CORRECT
2s09,lovende,ende,6.93579837,F,CORRECT
2s12,lovende,ende,6.704720681,F,CORRECT
2s14,lovende,ende,6.740377506,M,CORRECT
2s22,lovende,ende,6.726581064,F,CORRECT
2s04,lovende,ende,6.765822983,M,CORRECT
2s19,lovende,ende,6.77388097,F,CORRECT
2s20,lovende,ende,6.975619514,F,CORRECT
2s06,lovende,ende,6.988228663,F,CORRECT
2s05,lovende,ende,6.767343125,F,CORRECT
2s07,lovende,ende,6.66952347,F,CORRECT
2s18,lovende,ende,6.996827864,F,ERROR
2s03,lovende,ende,6.930035227,M,CORRECT
2s09,lyrisk,isk,6.620366497,F,ERROR
2s15,lyrisk,isk,6.705002417,M,CORRECT
2s01,lyrisk,isk,6.748384331,M,CORRECT
2s11,lyrisk,isk,6.787393922,M,CORRECT
2s21,lyrisk,isk,6.764000375,F,CORRECT
2s14,lyrisk,isk,6.833764223,M,CORRECT
2s18,lyrisk,isk,6.73615999,F,CORRECT
2s06,lyrisk,isk,6.697453913,F,CORRECT
2s16,lyrisk,isk,6.59875423,M,CORRECT
2s03,lyrisk,isk,6.726617022,M,CORRECT
2s22,lyrisk,isk,6.80356075,F,CORRECT
2s08,lyrisk,isk,7.057682768,F,CORRECT
2s02,lyrisk,isk,6.746412129,F,CORRECT
2s05,lyrisk,isk,6.779421782,F,CORRECT
2s13,lyrisk,isk,6.646793031,F,CORRECT
2s07,lyrisk,isk,6.807758132,F,ERROR
2s04,lyrisk,isk,6.875614246,M,CORRECT
2s12,lyrisk,isk,6.792479099,F,CORRECT
2s19,lyrisk,isk,6.593359553,F,CORRECT
2s10,lyrisk,isk,6.767975836,M,CORRECT
2s20,lyrisk,isk,6.777487128,F,CORRECT
2s17,lyrisk,isk,6.671805071,M,CORRECT
2s02,lysest,est,6.734211088,F,CORRECT
2s18,lysest,est,6.629495345,F,CORRECT
2s04,lysest,est,6.848695058,M,CORRECT
2s22,lysest,est,7.068120892,F,CORRECT
2s05,lysest,est,6.784513622,F,CORRECT
2s15,lysest,est,6.874467332,M,CORRECT
2s13,lysest,est,6.627207695,F,CORRECT
2s11,lysest,est,6.771293884,M,CORRECT
2s20,lysest,est,6.487318655,F,CORRECT
2s09,lysest,est,6.821892333,F,CORRECT
2s07,lysest,est,7.019260875,F,CORRECT
2s08,lysest,est,6.990836443,F,CORRECT
2s01,lysest,est,6.907365203,M,CORRECT
2s21,lysest,est,6.86155426,F,CORRECT
2s06,lysest,est,6.692666699,F,CORRECT
2s10,lysest,est,6.731483386,M,CORRECT
2s16,lysest,est,6.899430726,M,CORRECT
2s19,lysest,est,6.909683419,F,CORRECT
2s01,lyttede,ede,6.621272487,M,CORRECT
2s02,lyttede,ede,6.552265347,F,CORRECT
2s08,lyttede,ede,6.941209397,F,CORRECT
2s17,lyttede,ede,6.903596644,M,CORRECT
2s13,lyttede,ede,6.476387577,F,CORRECT
2s19,lyttede,ede,6.59875423,F,CORRECT
2s16,lyttede,ede,6.540726923,M,CORRECT
2s04,lyttede,ede,6.675608823,M,CORRECT
2s18,lyttede,ede,6.485596605,F,CORRECT
2s15,lyttede,ede,6.640842687,M,CORRECT
2s14,lyttede,ede,6.595001522,M,CORRECT
2s05,lyttede,ede,6.484039638,F,CORRECT
2s07,lyttede,ede,6.486678947,F,CORRECT
2s09,lyttede,ede,6.52451633,F,ERROR
2s11,lyttede,ede,6.755314803,M,CORRECT
2s21,lyttede,ede,6.730146599,F,CORRECT
2s10,lyttede,ede,6.944183636,M,CORRECT
2s12,lyttede,ede,6.767515723,F,CORRECT
2s06,lyttede,ede,6.58414201,F,CORRECT
2s05,lF8bet,et,6.488201388,F,CORRECT
2s07,lF8bet,et,6.732067669,F,CORRECT
2s17,lF8bet,et,7.002656284,M,CORRECT
2s02,lF8bet,et,6.685348956,F,CORRECT
2s06,lF8bet,et,6.936682814,F,CORRECT
2s10,lF8bet,et,6.444353807,M,CORRECT
2s11,lF8bet,et,6.760542145,M,CORRECT
2s14,lF8bet,et,6.606244699,M,CORRECT
2s13,lF8bet,et,6.537300108,F,CORRECT
2s21,lF8bet,et,6.823220832,F,CORRECT
2s20,lF8bet,et,7.027749202,F,CORRECT
2s09,lF8bet,et,6.653920535,F,CORRECT
2s08,lF8bet,et,7.034317443,F,CORRECT
2s01,lF8bet,et,6.753706261,M,CORRECT
2s19,lF8bet,et,6.583478376,F,CORRECT
2s03,lF8bet,et,6.965873232,M,CORRECT
2s15,lF8bet,et,6.749720399,M,CORRECT
2s15,lF8ftede,ede,6.666205874,M,CORRECT
2s11,lF8ftede,ede,6.768929898,M,CORRECT
2s16,lF8ftede,ede,6.485306766,M,CORRECT
2s21,lF8ftede,ede,6.908075228,F,CORRECT
2s19,lF8ftede,ede,6.549793794,F,CORRECT
2s17,lF8ftede,ede,6.687943671,M,CORRECT
2s05,lF8ftede,ede,6.596831874,F,CORRECT
2s04,lF8ftede,ede,6.908914607,M,CORRECT
2s01,lF8ftede,ede,6.640816568,M,CORRECT
2s09,lF8ftede,ede,6.640019614,F,CORRECT
2s13,lF8ftede,ede,6.605893143,F,CORRECT
2s18,lF8ftede,ede,6.677612289,F,CORRECT
2s20,lF8ftede,ede,6.813609421,F,CORRECT
2s03,lF8ftede,ede,6.715007558,M,ERROR
2s10,lF8ftede,ede,6.797326385,M,CORRECT
2s12,lF8ftede,ede,6.712007999,F,CORRECT
2s07,lF8ftede,ede,6.665862046,F,CORRECT
2s02,lF8ftede,ede,6.652953348,F,CORRECT
2s06,lF8ftede,ede,6.673651887,F,CORRECT
2s16,manglede,ede,6.656713671,M,CORRECT
2s17,manglede,ede,6.803161136,M,CORRECT
2s19,manglede,ede,6.776472784,F,CORRECT
2s15,manglede,ede,6.757827337,M,CORRECT
2s12,manglede,ede,6.964371879,F,CORRECT
2s22,manglede,ede,6.802339206,F,CORRECT
2s13,manglede,ede,6.495069162,F,CORRECT
2s03,manglede,ede,6.835421117,M,CORRECT
2s10,manglede,ede,6.685761067,M,CORRECT
2s01,manglede,ede,6.748220129,M,CORRECT
2s11,manglede,ede,6.832708405,M,CORRECT
2s20,manglede,ede,6.607555182,F,CORRECT
2s21,manglede,ede,6.678241481,F,CORRECT
2s02,manglede,ede,6.648582915,F,CORRECT
2s14,manglede,ede,6.755046892,M,CORRECT
2s07,manglede,ede,6.584570373,F,CORRECT
2s04,manglede,ede,6.883995231,M,CORRECT
2s09,manglede,ede,6.728126094,F,CORRECT
2s18,manglede,ede,6.692728696,F,CORRECT
2s06,manglede,ede,6.575800822,F,CORRECT
2s05,manglede,ede,6.62125917,F,CORRECT
2s08,manglede,ede,6.824101894,F,CORRECT
2s18,massiv,iv,6.663362555,F,CORRECT
2s04,massiv,iv,7.022573925,M,CORRECT
2s22,massiv,iv,6.804082228,F,CORRECT
2s21,massiv,iv,6.727395796,F,CORRECT
2s09,massiv,iv,6.605609104,F,CORRECT
2s10,massiv,iv,6.849119303,M,CORRECT
2s15,massiv,iv,6.673702437,M,CORRECT
2s07,massiv,iv,6.701518008,F,CORRECT
2s01,massiv,iv,6.997970684,M,ERROR
2s02,massiv,iv,6.567501903,F,CORRECT
2s13,massiv,iv,6.607339138,F,CORRECT
2s16,massiv,iv,6.548075826,M,CORRECT
2s06,massiv,iv,6.426925255,F,CORRECT
2s14,massiv,iv,6.576748082,M,CORRECT
2s19,massiv,iv,6.59875423,F,CORRECT
2s17,massiv,iv,6.76888394,M,CORRECT
2s12,massiv,iv,6.93239911,F,CORRECT
2s11,massiv,iv,6.654294263,M,CORRECT
2s03,massiv,iv,6.561497318,M,CORRECT
2s06,metallisk,isk,6.761387566,F,CORRECT
2s03,metallisk,isk,6.799657688,M,CORRECT
2s13,metallisk,isk,6.889815316,F,ERROR
2s11,metallisk,isk,6.989851262,M,CORRECT
2s19,metallisk,isk,6.765315755,F,CORRECT
2s16,metallisk,isk,6.534616983,M,ERROR
2s10,metallisk,isk,6.751019594,M,CORRECT
2s18,metallisk,isk,6.680854679,F,CORRECT
2s21,metallisk,isk,6.898956685,F,CORRECT
2s15,metallisk,isk,6.707009025,M,CORRECT
2s01,metallisk,isk,6.882632324,M,CORRECT
2s20,metallisk,isk,6.672577101,F,CORRECT
2s07,metallisk,isk,6.883267895,F,CORRECT
2s17,metallisk,isk,6.87423986,M,CORRECT
2s05,metallisk,isk,6.608688648,F,CORRECT
2s09,metallisk,isk,6.799200779,F,CORRECT
2s02,metallisk,isk,6.789332038,F,CORRECT
2s12,metallisk,isk,6.857629724,F,CORRECT
2s22,metallisk,isk,6.765431057,F,CORRECT
2s08,metallisk,isk,6.938197186,F,CORRECT
2s14,metallisk,isk,6.792075031,M,CORRECT
2s02,mildest,est,6.744082743,F,CORRECT
2s22,mildest,est,6.9434988,F,CORRECT
2s20,mildest,est,6.776769216,F,CORRECT
2s03,mildest,est,6.760588488,M,CORRECT
2s15,mildest,est,6.755151735,M,CORRECT
2s18,mildest,est,6.791940305,F,CORRECT
2s05,mildest,est,6.567965546,F,ERROR
2s13,mildest,est,6.484421472,F,CORRECT
2s01,mildest,est,6.812609086,M,CORRECT
2s09,mildest,est,6.646948801,F,CORRECT
2s06,mildest,est,6.552236809,F,CORRECT
2s07,mildest,est,6.64744191,F,CORRECT
2s14,mildest,est,6.762081898,M,CORRECT
2s21,mildest,est,7.071844974,F,CORRECT
2s19,mildest,est,6.749099466,F,CORRECT
2s11,mildest,est,6.937100466,M,CORRECT
2s12,mildest,est,6.944617444,F,CORRECT
2s10,mildest,est,6.957668622,M,CORRECT
2s08,mildest,est,6.918250016,F,CORRECT
2s16,mildest,est,6.560365664,M,CORRECT
2s01,motivere,ere,6.883800644,M,CORRECT
2s08,motivere,ere,7.069270205,F,CORRECT
2s06,motivere,ere,6.722786221,F,CORRECT
2s13,motivere,ere,6.608149062,F,CORRECT
2s03,motivere,ere,6.724565345,M,CORRECT
2s02,motivere,ere,6.701456554,F,ERROR
2s12,motivere,ere,6.779114764,F,CORRECT
2s05,motivere,ere,6.629865109,F,CORRECT
2s11,motivere,ere,6.977663731,M,CORRECT
2s21,motivere,ere,6.882334902,F,CORRECT
2s15,motivere,ere,6.865087833,M,CORRECT
2s04,motivere,ere,6.990698392,M,CORRECT
2s10,motivere,ere,6.715952921,M,CORRECT
2s17,motivere,ere,6.883503569,M,CORRECT
2s20,motivere,ere,6.953378529,F,CORRECT
2s09,motivere,ere,6.953493171,F,CORRECT
2s22,motivere,ere,6.803571848,F,CORRECT
2s16,motivere,ere,6.687794158,M,ERROR
2s07,motivere,ere,6.833128711,F,CORRECT
2s14,motivere,ere,6.756595123,M,CORRECT
2s19,motivere,ere,6.821423671,F,CORRECT
2s05,musikken,en,6.528147958,F,CORRECT
2s08,musikken,en,6.745753863,F,CORRECT
2s20,musikken,en,6.570406658,F,CORRECT
2s04,musikken,en,6.79026595,M,CORRECT
2s07,musikken,en,6.633305275,F,CORRECT
2s22,musikken,en,6.861407629,F,CORRECT
2s15,musikken,en,6.775754143,M,CORRECT
2s14,musikken,en,6.4521909,M,CORRECT
2s02,musikken,en,6.572702035,F,CORRECT
2s10,musikken,en,6.726581064,M,CORRECT
2s09,musikken,en,6.70638545,F,CORRECT
2s12,musikken,en,6.688404526,F,CORRECT
2s13,musikken,en,6.528177192,F,CORRECT
2s21,musikken,en,6.674030948,F,CORRECT
2s06,musikken,en,6.605500877,F,CORRECT
2s19,musikken,en,6.701849795,F,CORRECT
2s16,musikken,en,6.518822752,M,CORRECT
2s11,musikken,en,6.683273332,M,CORRECT
2s01,musikken,en,6.793477343,M,CORRECT
2s18,musikken,en,6.597841231,F,CORRECT
2s18,mF8rkning,ning,7.028839526,F,CORRECT
2s10,mF8rkning,ning,6.664306974,M,CORRECT
2s09,mF8rkning,ning,6.675634049,F,CORRECT
2s16,mF8rkning,ning,6.709426284,M,CORRECT
2s02,mF8rkning,ning,6.783404473,F,CORRECT
2s15,mF8rkning,ning,6.744012071,M,CORRECT
2s05,mF8rkning,ning,6.6550928,F,CORRECT
2s22,mF8rkning,ning,6.875872378,F,CORRECT
2s20,mF8rkning,ning,6.789016787,F,CORRECT
2s07,mF8rkning,ning,6.529929657,F,CORRECT
2s01,mF8rkning,ning,6.802250308,M,CORRECT
2s03,mF8rkning,ning,6.75652533,M,CORRECT
2s06,mF8rkning,ning,6.462124211,F,CORRECT
2s13,mF8rkning,ning,6.746412129,F,CORRECT
2s06,nemlig,lig,6.703163573,F,CORRECT
2s04,nemlig,lig,6.816538709,M,CORRECT
2s21,nemlig,lig,6.837450833,F,CORRECT
2s15,nemlig,lig,6.836377423,M,CORRECT
2s01,nemlig,lig,6.605027248,M,CORRECT
2s09,nemlig,lig,6.606325809,F,CORRECT
2s16,nemlig,lig,6.674523512,M,CORRECT
2s19,nemlig,lig,6.991912587,F,CORRECT
2s08,nemlig,lig,7.014176232,F,CORRECT
2s18,nemlig,lig,6.71452241,F,CORRECT
2s10,nemlig,lig,6.520135001,M,CORRECT
2s13,nemlig,lig,6.711168455,F,CORRECT
2s05,nemlig,lig,6.446513155,F,CORRECT
2s22,nemlig,lig,6.808619792,F,CORRECT
2s02,nemlig,lig,6.818596143,F,CORRECT
2s07,nemlig,lig,7.066373109,F,CORRECT
2s20,nemlig,lig,6.856283021,F,CORRECT
2s12,nemlig,lig,6.913210373,F,CORRECT
2s03,notere,ere,6.892479191,M,CORRECT
2s08,notere,ere,6.858974615,F,CORRECT
2s04,notere,ere,6.846996273,M,CORRECT
2s02,notere,ere,6.805201931,F,CORRECT
2s21,notere,ere,6.84030051,F,CORRECT
2s20,notere,ere,6.6512746720000004,F,CORRECT
2s18,notere,ere,6.986945316,F,CORRECT
2s11,notere,ere,6.929164458,M,CORRECT
2s17,notere,ere,6.646195691,M,CORRECT
2s19,notere,ere,6.75349626,F,CORRECT
2s16,notere,ere,6.642943021,M,CORRECT
2s10,notere,ere,6.739076238,M,CORRECT
2s15,notere,ere,6.693596246,M,CORRECT
2s14,notere,ere,6.531416841,M,CORRECT
2s01,notere,ere,6.999641422,M,CORRECT
2s07,notere,ere,6.95720237,F,CORRECT
2s13,notere,ere,6.726581064,F,CORRECT
2s09,notere,ere,6.885622138,F,CORRECT
2s06,notere,ere,6.620233194,F,CORRECT
2s16,nydelig,lig,6.784581489,M,CORRECT
2s03,nydelig,lig,6.721401604,M,CORRECT
2s15,nydelig,lig,6.680139241,M,CORRECT
2s21,nydelig,lig,6.832223216,F,CORRECT
2s22,nydelig,lig,6.875015122,F,ERROR
2s14,nydelig,lig,6.769596052,M,CORRECT
2s01,nydelig,lig,6.811761866,M,ERROR
2s13,nydelig,lig,6.978782081,F,CORRECT
2s04,nydelig,lig,6.739750743,M,CORRECT
2s07,nydelig,lig,6.655813511,F,CORRECT
2s19,nydelig,lig,6.773995289,F,CORRECT
2s18,nydelig,lig,6.833559611,F,CORRECT
2s10,nydelig,lig,6.784027106,M,CORRECT
2s02,nydelig,lig,6.876274932,F,CORRECT
2s11,nydelig,lig,6.863510768,M,CORRECT
2s05,nydelig,lig,6.59460496,F,CORRECT
2s08,nydelig,lig,7.034079512,F,CORRECT
2s20,nydelig,lig,6.859195088,F,CORRECT
2s06,nydelig,lig,6.666689581,F,CORRECT
2s17,nydelig,lig,6.937547064,M,CORRECT
2s12,nydelig,lig,6.723327506,F,CORRECT
2s09,nydelig,lig,6.66345193,F,CORRECT
2s11,nE6gtes,s,6.830182851,M,CORRECT
2s01,nE6gtes,s,6.882098952,M,CORRECT
2s13,nE6gtes,s,6.685786038,F,CORRECT
2s02,nE6gtes,s,6.850793316,F,CORRECT
2s12,nE6gtes,s,6.687794158,F,CORRECT
2s14,nE6gtes,s,6.717913516,M,CORRECT
2s16,nE6gtes,s,6.532552609,M,CORRECT
2s18,nE6gtes,s,6.800058704,F,CORRECT
2s08,nE6gtes,s,6.954677032,F,CORRECT
2s05,nE6gtes,s,6.571890858,F,CORRECT
2s19,nE6gtes,s,6.716316284,F,CORRECT
2s07,nE6gtes,s,6.970307454,F,CORRECT
2s04,nE6gtes,s,6.899118086,M,CORRECT
2s10,nE6gtes,s,6.746388627,M,CORRECT
2s06,nE6gtes,s,6.688504142,F,ERROR
2s15,nE6gtes,s,6.656867902,M,CORRECT
2s21,nE6gtes,s,6.621232534,F,CORRECT
