type,noun,Typical.Action.Chain.Pos,province,state,negation,broad.regions,locality,before,token,after,tense,corpus,long,lat,characters_before_noun,noun_length
singular,olimpiadas,tail.setting,Huelva,Andalusia,absent,South,Huelva,y_cc ya_rg está_vmip000 aquí_rg !!!_aq0000y_cc mañana_rg,habrá_vaif000,olimpiadas_nc0p000 en_sp000 directo_aq0000 en_sp000 twitch_np00000 #_np00000 2_z0 especial_aq0000 olimpiadas_aq0000 !!!!_z0 gta_nc0s000 v_np00000 httpst.copjownkgopx_np00000,other,Twitter,-6.9447224,37.261421,66,10
singular,armas,head,Murcia,Region of Murcia,absent,South,Murcia,#aznarwarsm_nc00000 4_z0 aznar_vmn0000 aseguró_vmis000 que_cs,había_vaii000,"armas_nc0p000 de_sp000 destrucción_nc0s000 masiva_aq0000 ._fpcréanme_nc0s000 ,_fc dijo_vmis000 ._fpy_cc de_sp000 su_dp0000 participación_nc0s000 ha_vaip000 obtenido_vmp0000 grandes_aq0000 beneficios_nc0p000 ._fp",other,Twitter,-1.1306544,37.9922399,86,5
singular,pruebas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,educasado_aq0000,había_vaii000,pruebas_nc0p000 de_sp000 armstrong_nc0s000,other,Twitter,-3.7037902,40.4167754,13,7
singular,anuncios,tail.setting,Asturias,Asturias,absent,North,Avilés,"como_cs me_p0000000 jode_vmip000 que_cs hoy_rg que_pr000000 es_vsip000 la_da0000 final_nc0s000 ,_fc",siga_vmm0000 habiendo_vag0000,anuncios_nc0p000,other,Twitter,-5.9246653,43.5579523,0,8
singular,veces,tail.setting,Madrid,Comunidad de Madrid,absent,Center,Manzanares el Real, y ,había, veces que se les hacía un poquito café y estan-... ,other,Coser,-3.8209585,40.2596169,47,5
singular,cosas,tail.setting,Alicante,Valencian Community,present,East,Alicante,"con_vais000 13_z0 y_cc 14_z0 años_nc0p000 hay_vaip000 cosas_nc0p000 que_pr000000 ignoras_vmip000 ,_fc pero_cc no_rn quiere_vmip000 decir_vmn0000 que_cs no_rn",haya_vasp000,"cosas_nc0p000 que_pr000000 te_p0000000 duelan_vmip000 ,_fc y_cc marquen_vmm0000 ._fp ._fpvosotros_nc0p000 si_cs que_cs no_rn sabéis_vmip000 nada_pi000000 xd_nc0n000",other,Twitter,-0.4906855,38.3459963,55,5
singular,tantos,head,Barcelona,Catalonia,present,East,Barcelona,tacelpirt_aq0000 yo_pp000000 no_rn he_vaip000 hablado_vmp0000 del_sp000 tercer_ao0000 mundo_nc0s000 pero_cc hay_vaip000 que_cs reconocer_vmn0000 que_cs sin_sp000 colaboracionistas_nc0p000 como_pr000000 tu_dp0000 no_rn,habría_vaic000,tantos_nc0p000 independentistas._aq0000,other,Twitter,2.1734035,41.3850639,18,6
singular,personas,head,Sevilla,Andalusia,absent,South,Seville,no_rn dejes_vmip000 de_sp000 creer_vmn0000 en_sp000 el_da0000 amor_nc0s000 solo_aq0000 porque_cs en_sp000 tu_dp0000 camino_nc0s000,hubo_vais000,personas_nc0p000 que_pr000000 no_rn supieron_vmis000 amarte._nc0s000,synthetic.preterit,Twitter,-5.9844589,37.3890924,24,8
singular,medallas,tail.setting,Barcelona,Catalonia,absent,East,Esplugues de Llobregat,sin_sp000 dinero_nc0s000 ni_cc cultura_nc0s000 deportiva_aq0000 cómo_pt000000 quieres_pt000000 que_cs,haya_vasp000,medallas_nc0p000 httpst.cowkjlap5aof_z0 #hacecuatroaños_nc0p000 #jjoo_aq0000,other,Twitter,2.0858115,41.3766912,42,8
singular,imputados,head,Castellón,Valencian Community,present,East,Vilafranca,rivera_nc0s000 exige_vmip000 a_sp000 un_di0000 partido_nc0s000 imputado_aq0000 por_sp000 corrupción_nc0s000 que_pr000000 no_rn,haya_vasp000,imputados_nc0p000 por_sp000 ..._fs httpst.coym135jffzt_nc0s000 by_np00000 carclosa_aq0000 via_np00000 c0nvey_z0,other,Twitter,-0.2576419,40.4297868,51,9
singular,quejas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,elsevillagrande_nc00000 alvaradoblog_aq0000 sevillafc_nc00000 vmscom_aq0000 entonces_rg se_p0000000 harían_vmic000 colas_np00000 y_cc,habría_vaic000,quejas_nc0p000 por_sp000 ello_pp000000 ._fpnunca_rg llueve_vmip000 a_sp000 gusto_nc0s000 de_sp000 todos_pi000000,other,Twitter,2.1734035,41.3850639,35,6
singular,horas,tail.setting,Navarra,Navarra,present,North,Azcona, y entonces no ,había, ocho horas,other,Coser,-1.9942665,42.7409451,6,5
singular,partidos,head,Málaga,Andalusia,absent,South,Málaga,llorente_aq0000 ayer_rg estuvo_vmis000 espectacular_aq0000 pero_cc,hubo_vais000,partidos_nc0p000 en_sp000 pretemporada_nc0s000 q_zu tmb_nc0s000 tuvo_vmis000 fallos_nc0p000 y_cc no_rn se_p0000000 le_pp000000 critico_vmip000 apenas_rg ..._fs,synthetic.preterit,Twitter,-4.4212655,36.721261,64,8
singular,concursos,tail.setting,Madrid,Community of Madrid,absent,Center,Alcorcón,castyleco_nc0s000 cuando_pr000000,habrá_vaif000,más_rg concursos_nc0p000,other,Twitter,-3.8278443,40.3468454,4,9
plural,cortafuegos,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,abc_es_vmip000 la_da0000 isla_nc0s000 bonita_aq0000 ._fp ._fpantiguamente_rg,habían_vaii000,cortafuegos_nc0p000 ._fpclaro_rg era_vsii000 en_sp000 los_da0000 tiempos_nc0p000 de_sp000 franco_zm ._fphoy_rg hay_vaip000 muchos_pi000000 inútiles_aq0000 en_sp000 los_da0000 o._np00000 oficiales_aq0000,other,Twitter,-3.7037902,40.4167754,73,11
singular,novedades,tail.setting,Sevilla,Andalusia,absent,South,Seville,atentos_aq0000 a_sp000 #abengoa_np00000,puede_vmip000 haber_van0000,novedades_nc0p000 a_sp000 lo_da0000 largo_aq0000 del_sp000 día_nc0s000 sobre_sp000 el_da0000 acuerdo_nc0s000 para_sp000 evitar_vmn0000 el_da0000 concurso_nc0s000 de_sp000 acreedores._nc0s000,other,Twitter,-5.9844589,37.3890924,75,9
singular,sorpresas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,"gracias_nc0p000 a_sp000 todos_pi000000 por_sp000 estar_vmn0000 en_sp000 el_da0000 directo_aq0000 poco_rg a_sp000 poco_pi000000 vamos_vmip000 siendo_vsg0000 más_rg ,_fc prontito_nc0s000",habrá_vaif000,"sorpresas_nc0p000 ,_fc sorteitos_aq0000 y_cc cosas_nc0p000 guays_vmsp000 !_fatmil_dn0000 graciasss_nc0p000 &_f0 lt3_nc0n000",other,Twitter,2.1734035,41.3850639,44,9
plural,campos,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,que_cs se_p0000000 celebren_vmsp000 unas_di0000 olimpiadas_nc0p000 y_cc,hayan_vasp000,"campos_nc0p000 tan_rg pésimos_aq0000 como_cs en_sp000 el_da0000 que_pr000000 ha_vaip000 jugado_vmp0000 brasil_aq0000 ,_fc es_vsip000 una_di0000 vergüenza_nc0s000 ._fp#jjoo_nc0s000 2016_z0",other,Twitter,2.1734035,41.3850639,75,6
singular,mentes,head,Biscay,Basque Country,absent,North,Bilbao,mientras_cs gobiernos_nc0p000 partidos_nc0p000 y_cc políticos_nc0p000 q_zu secunden_vmip000 promocionen_vmm0000 el_da0000 fútbol_nc0s000,seguirá_vmif000 habiendo_vag0000,mentes_nc0p000 enfermas_aq0000 familias_nc0p000 en_sp000 ruina_nc0s000 pagan_vmip000 los_da0000 hijxs_nc0n000,other,Twitter,-2.9349852,43.2630126,43,6
singular,bolas,tail.setting,Córdoba,Andalusia,absent,South,Córdoba,para_sp000 la_da0000 final_nc0s000 también_rg se_p0000000 hizo_vmis000 sorteo_nc0s000 y_cc,había_vaii000,bolas_nc0p000 calientes_aq0000 no_rn más_rg patético_aq0000 no_rn se_p0000000 puede_vmip000 ser_vsn0000 tio_nc0s000 httpst.cofurndmbcba_nc0s000,other,Twitter,-4.7793835,37.8881751,66,5
singular,padres,head,León,Castilla y León,absent,Center,Lorenzana,,había, padres.,other,Coser,-5.6319946,42.668913,2,6
singular,gilipollas,head,Madrid,Community of Madrid,absent,Center,Madrid,pazborisb_nc0s000 que_cs,haya_vasp000,gilipollas_nc0p000 en_sp000 todos_di0000 los_da0000 lados_nc0p000 no_rn lo_pp000000 hace_vmip000 un_di0000 problema_nc0s000,other,Twitter,-3.7037902,40.4167754,42,10
singular,casos,tail.setting,Madrid,Comunidad de Madrid,absent,Center,Manzanares el Real,,había,muchos casos,other,Coser,-3.8646893,40.7262858,7,5
singular,matanzas,tail.setting,Cuenca,Castilla-La-Mancha,absent,Center,Villaconejos de Trabaque,,había," matanzas, ",other,Coser,-2.319081,40.4010803,3,8
plural,fantasmas,head,Valencia,Valencian Community,absent,East,Mislata,he_vaip000 soñado_vmp0000 que_cs estaba_vmii000 sola_aq0000 en_sp000 mi_dp0000 casa_nc0s000 y_cc,habían_vaii000,"fantasmas_nc0p000 y_cc en_sp000 el_da0000 sueño_nc0s000 yo_pp000000 decía_vmii000 que_cs todo_pi000000 era_vsii000 un_di0000 sueño_nc0s000 ,_fc así_rg que_pr000000 me_p0000000 dormía_vmii000 para_sp000 intentar_vmn0000 -lrb-_np00000 +_fz -rrb-_np00000",other,Twitter,-0.4184093,39.4766346,93,9
singular,chicas,head,Huesca,Aragón,absent,East,Banastón, por las casas en que ,había, chicas,other,Coser,0.1672026,42.4061618,1,6
singular,ocasiones,tail.setting,Sevilla,Andalusia,absent,South,Seville,shoutsandbites_nc00000 lilitvendetta_aq0000,habrá_vaif000,"más_rg ocasiones_nc0p000 ,_fc claro_rg ._fpla_da0000 próxima_aq0000 ,_fc bdsm_nc0s000 !_fatd_nc0n000",other,Twitter,-5.9844589,37.3890924,31,9
singular,problemas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,cuidado_nc0s000 con_sp000 los_da0000 arreones_nc0p000 de_sp000 esta_dd0000 gente_nc0s000 que_pr000000 son_vsip000 muy_rg buenos_aq0000 ._fphay_vaip000 que_pr000000 saber_vmn0000 manejar_vmn0000 ese_dd0000 +13_z0 sabiendo_vmg0000 que_cs,puede_vmip000 haber_van0000,problemas_nc0p000 ._fp24_z0 más_rg !!_aq0000,other,Twitter,-3.7037902,40.4167754,9,9
singular,quejas,tail.setting,A Coruña,Galicia,present,North,Santiago de Compostela,ironsil_vmn0000 lo_da0000 que_pr000000 me_pp000000 extraña_vmip000 de_sp000 este_dd0000 juego_nc0s000 es_vsip000 que_cs no_rn,haya_vasp000,quejas_nc0p000 de_sp000 sexismo_nc0s000,other,Twitter,-8.5448445,42.8782132,11,6
singular,casas,tail.setting,Zamora,Castilla y León,absent,Center,Villalba de Lampreana,porque ,había," casas aquí de cuatro criaos,",other,Coser,-5.639223,41.7430599,24,5
singular,tamboreteros,head,León,Castilla y León,absent,Center,Cifuentes de Rueda,pues aquí ,había,", umm, [a-pin: tamboriteros",other,Coser,-5.259629,42.6051574,27,12
singular,curas,head,Palencia,Castilla y León,absent,Center,Astudillo, y además ,había," algunos [curas] por su cuenta, por parroquia",other,Coser,-4.294762,42.1925578,40,5
singular,tiendas,tail.setting,Guipúzcoa,País Vasco,absent,North,Aginaga,,había, tiendas en tolosa que se dedicaban a vende,other,Coser,-2.072594,43.2769345,36,7
singular,dudas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,@skarlethor_nc0s000 anda_vmip000 que_cs,había_vaii000,dudas_nc0p000 de_sp000 que_pr000000 iba_vmii000 a_sp000 volver.,other,Twitter,-3.7037902,40.4167754,21,5
singular,desalentadoras,head,Asturias,Asturias,absent,North,Gijón,"está_vmip000 siendo_vsg0000 una_di0000 de_sp000 las_da0000 pretemporadas_aq0000 más_rg tristes_aq0000 de_sp000 los_da0000 últimos_ao0000 años_nc0p000 ,_fc y_cc mira_vmm0000 que_cs las_pp000000",hubo_vais000,desalentadoras_nc0p000 eh_np00000 ..._fs,synthetic.preterit,Twitter,-5.6611195,43.5322015,7,14
singular,madridistas,head,Barcelona,Catalonia,absent,East,Barcelona,fcbkase_vmsi000 80_z0 millones_nc0p000 costó_vmis000 suarez_aq0000 ..._fs,hubo_vais000,madridistas_nc0p000 que_pr000000 se_p0000000 reían._vmsp000,synthetic.preterit,Twitter,2.1734035,41.3850639,14,11
singular,ganassss,tail.setting,Valencia,Valencian Community,present,East,Valencia,no_rn,puede_vmip000 haber_van0000,más_rg ganassss_nc0p000 lauvlc28_z0 antoniorozco_aq0000 produce_me_np00000 orozcofansite_vmsi000 cuenta_nc0s000 atrás_rg !!!_aq0000,other,Twitter,-0.3762881,39.4699075,65,8
singular,vacas,head,Barcelona,Cataluña,absent,East,Valeria,"aquí va-, vacas ",había," pocas,",other,Coser,-3.853225,39.1668064,7,5
singular,goles,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"yomemolo_nc0s000 no_rn te_pp000000 lo_pp000000 estoy_vmip000 echando_vmg0000 en_sp000 cara_nc0s000 ,_fc ni_cc mucho_rg menos_rg ._fpsólo_rg era_vsii000 un_di0000 comentario_nc0s000 ._fppor_sp000 distribución_nc0s000 normal_aq0000",debería_vmic000 haber_van0000,más_rg goles_nc0p000 de_sp000 -lrb-_np00000 12_z0 -rrb-_vmis000,other,Twitter,-3.7037902,40.4167754,22,5
singular,sorpresas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,así_rg está_vmip000 la_da0000 cosa_nc0s000 después_rg del_sp000 paseo_nc0s000 nocturno_aq0000 ._fpmañana_rg,puede_vmip000 haber_van0000,sorpresas_nc0p000 p_nc0n000 httpst.co6flgyibjhv_nc0n000,other,Twitter,2.1734035,41.3850639,22,9
singular,personas,head,Álava,País Vasco,absent,North,Elburgo/Burgelu,"sí, sí, sí, aquí hasta hace pues treinta años, hasta que se modernizó esto que vinieron la maquinaria, los tractores y eso que... no se ha trabajao treinta o cuarenta años, cuando se trabajaba con animales, pues aquí en este pueblo entonces ",había, unos veintitantos que viviámos de la ganadería y de la tierr,other,Coser,-2.5452497,42.8496919,61,8
singular,indicios,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,browns_nc00000 nombran_vmsi000 a_sp000 rg3_z0 quarterback_nc00000 titular_aq0000 ap_nc0n000 ya_rg,había_vaii000,numerosos_aq0000 indicios_nc0p000 que_pr000000 apuntaban_vmii000 a_sp000 que_cs robert_np00000 griffin_np00000 i._np00000 ._fp ._fphttpst.coyyd4h05cwf_nc0s000,other,Twitter,-3.7037902,40.4167754,65,8
singular,tratores,head,León,Castilla y León,present,Center,Almázcara, que no ,había, tratores cuando aquello,other,Coser,-6.5035348,42.594276,16,8
singular,vallas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,becicarba_nc0s000 rusoazul_nc0s000,sigue_vmip000 habiendo_vag0000,vallas_nc0p000 pero_cc no_rn estamos_vmip000 en_sp000 la_da0000 ue_nc0n000,other,Twitter,2.1734035,41.3850639,25,6
singular,guerras,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,alsina_nc0s000 niega_vmip000 tensión_nc0s000 con_sp000 herrera_nc0s000 '_fz no_rn,hubo_vais000,"guerras_nc0p000 carlistas_aq0000 ,_fc siempre_rg tuvimos_vmis000 buena_aq0000 relación_nc0s000 '_fz httpst.cofz1axs5fsa",synthetic.preterit,Twitter,-3.7037902,40.4167754,65,7
singular,opciones,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"buena_aq0000 victoria_nc0s000 de_sp000 croacia_nc0s000 ..._fs si_cs somos_vsip000 terceros_ao0000 ,_fc",habrá_vaif000,más_rg opciones_nc0p000 de_sp000 final_nc0s000 que_cs segundos_ao0000 o_cc cuartos._nc0n000,other,Twitter,-3.7037902,40.4167754,37,8
plural,cosas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,que_cs,habían_vaii000,cosas_nc0p000 guays_aq0000 pero_cc parecía_vmii000 una_di0000 parte_nc0s000 2_z0 cutre._vmip000,other,Twitter,2.1734035,41.3850639,38,5
singular,personas,head,Huesca,Aragón,absent,East,Banastón,y ,había," algunos que corrían, pa ir los primeros, pa ellos recogerlas rápido, ",other,Coser,0.1672026,42.4061618,70,8
singular,juegos,tail.setting,A Coruña,Galicia,absent,North,A Coruña,@thecapicompany_np00000 @tenemos_anchoas_z0 repito_nc0s000 ._fphace_vmip000 6_z0 años_nc0p000 ya_rg,había_vaii000,juegos_nc0p000 basados_aq0000 en_sp000 gps_nc0s000 que_pr000000 motivaban_vmii000 a_sp000 la_da0000 gente_nc0s000 a_sp000 andar_vmn0000,other,Twitter,-8.4115401,43.3623436,48,6
singular,maximas,tail.setting,Asturias,Asturias,absent,North,Oviedo,"#buenos_nc0p000 dias_nc0n000 ,_fc hoy_rg",habrá_vaif000,maximas_nc0p000 de_sp000 28c_z0 y_cc mínimas_aq0000 de_sp000 13c_z0 en_sp000 #oviedo_aq0000,other,Twitter,-5.8493887,43.3619145,35,7
singular,posiciones,tail.setting,Granada,Andalusia,absent,South,Granada,"jornadaperfecta_nc00000 granadacfweb_np00000 con_sp000 jémez_nc0s000 ,_fc dificíl_vmis000 escoger_vmn0000 un_di0000 11_z0 tipo_nc0s000 ..._fs seguro_rg que_cs",habrá_vaif000,"posiciones_nc0p000 en_sp000 las_da0000 q_np00000 variará_vmif000 mucho_rg -lrb-_aq0000 dfc_np00000 ,_fc mc_np00000 ,_fc dc_np00000 -rrb-_np00000",other,Twitter,-3.5985571,37.1773363,49,10
singular,personas,head,Asturias,Asturias,absent,North,Oviedo,que_cs a_sp000 día_nc0s000 de_sp000 hoy_rg,haya_vasp000,"personas_nc0p000 jóvenes_aq0000 que_pr000000 no_rn ""_fe compartan_vmsp000 ""_fe el_da0000 feminismo_nc0s000 me_p0000000 hace_vmip000 perder_vmn0000 la_pp000000 fe_nc0s000 en_sp000 la_da0000 evolución._nc0s000",other,Twitter,-5.8493887,43.3619145,80,8
singular,juegos,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,"lula_nc0s000 ""_fe no_rn",habría_vaic000,"juegos_nc0p000 olímpicos_aq0000 si_cs no_rn fuera_vssi000 por_sp000 mí_pp000000 ""_fe httpst.coe06oqazozi_z0 #deportes_nc0p000",other,Twitter,-3.7037902,40.4167754,61,6
singular,patas,tail.setting,Huesca,Aragón,absent,East,Banastón, y ,había," unas patas así, llevaba tres patas. ",other,Coser,0.1672026,42.4061618,27,5
singular,juegos,tail.setting,Sevilla,Andalusia,absent,South,Gelves,,debería_vmic000 de_sp000 haber_van0000,"juegos_nc0p000 olímpicos_aq0000 todos_di0000 los_da0000 años_nc0p000 ,_fc que_pr000000 maravilla_vmip000 esto_pd000000 de_sp000 ver_vmn0000 deporte_nc0s000 todo_di0000 el_da0000 día_nc0s000",other,Twitter,-6.0262352,37.3409234,73,6
singular,novedades,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,9_z0 sotarota_vmip000 cuando_cs,haya_vasp000,novedades_nc0p000 lo_da0000 comunicaremos_vmif000 ._fpsaludos._nc0n000,other,Twitter,-3.7037902,40.4167754,20,9
singular,humanos,head,Huelva,Andalusia,present,South,Huelva,"kplaceholder50_z0 además_rg ,_fc nadie_pi000000 sufriria_vmsp000 los_da0000 nuevos_aq0000 problemas_nc0p000 que_pr000000 surgirían_vmic000 ,_fc porque_cs no_rn",habría_vaic000,más_rg humanos_nc0p000 ._fpes_vsip000 brillante_aq0000,other,Twitter,-6.9447224,37.261421,16,7
plural,armas,head,Barcelona,Catalonia,absent,East,Barcelona,blair_vmn0000 y_cc aznar_vmn0000 no_rn se_p0000000 equivocaron_vmis000 al_nc0n000 jurar_vmn0000 a_sp000 sus_dp0000 respectivos_aq0000 ciudadanos_nc0p000 q_p0000000,habían_vaii000,armas_nc0p000 de_sp000 destrucción_nc0s000 masiva_aq0000 ._fp#irak_vmis000 #pp_nc0s000 httpst.cooswgoqwurw_nc0s000,other,Twitter,2.1734035,41.3850639,53,5
singular,talleres,tail.setting,Cáceres,Extremadura,absent,South,Plasencia,"coria_aq0000 vive_vmip000 su_dp0000 fiesta_nc0s000 grande_aq0000 de_sp000 agosto_w el_da0000 jueves_w turísitico_aq0000 ,_fc 200_z0 artesanos_nc0p000 ofrecen_vmip000 sus_dp0000 productos_nc0p000 .",habrá_vaif000,"talleres_nc0p000 ,_fc burrotaxi_np00000 y_cc sorpresas_nc0p000",other,Twitter,-6.0838065,40.0420955,24,8
singular,farmacias,tail.setting,Murcia,Region of Murcia,absent,South,Murcia,en_sp000 los_da0000 años_nc0p000 70_z0 aún_rg,había_vaii000,"farmacias_nc0p000 que_pr000000 no_rn te_p0000000 vendían_vmii000 ""_fe la_da0000 pildora_nc0s000 ""_fe y_cc las_da0000 que_pr000000 lo_da0000 hacían_vmii000 te_pp000000 ""_fe fichaban_vmii000 ""_fe en_sp000 un_di0000 registro_nc0s000 httpst.cocifaouwgnv_nc0s000",other,Twitter,-1.1306544,37.9922399,104,9
singular,momentos,tail.setting,Córdoba,Andalusia,absent,South,Córdoba,amaliaprieto21_z0 #day_nc00000 18_z0 #dengekidaisy_p0000000,había_vaii000,momentos_nc0p000 que_pr000000 me_pp000000 perdía_vmii000 en_sp000 los_da0000 diálogos_nc0p000 xd_vmis000 httpst.cob1uyl5rdof_nc0s000,other,Twitter,-4.7793835,37.8881751,53,8
singular,cunas,tail.setting,Guipúzcoa,País Vasco,present,North,Gabiria,"el que tenía-, aquí, no ",había, cunas.,other,Coser,-2.279352,43.0505823,2,5
singular,necesidades,tail.setting,Ciudad Real,Castilla-La-Mancha,absent,Center,Argamasilla de Alba, y hacer to las necesidades que ,había," del campo, a a",other,Coser,-3.0951959000000002,39.1264201,15,11
singular,vecinos,head,León,Castilla y León,absent,Center,Almázcara,que,había,"más, más vecinos ",other,Coser,-6.5035348,42.594276,10,7
singular,veterinario,head,Jaén,Andalucía,absent,South,Caleruela,antiguamente ,había, mu pocos veterinario,other,Coser,-5.2560383,39.874597,10,11
plural,toros,head,Barcelona,Catalonia,absent,East,Barcelona,acabo_nc0s000 de_sp000 llegar_vmn0000 y_cc,siguen_vmip000 habiendo_vag0000,"toros_nc0p000 y_cc el_da0000 inhumano_aq0000 que_pr000000 esta_dd0000 toreando_vmg0000 le_pp000000 ha_vaip000 clavado_vmp0000 3_z0 espadas_nc0p000 ,_fc 3_z0 espadas_nc0p000 ,_fc penoso_aq0000 tete_grey_nc00000",other,Twitter,2.1734035,41.3850639,82,5
singular,alimentos,tail.setting,Murcia,Region of Murcia,absent,South,Cartagena,padre_nc0s000 de_sp000 la_da0000 gloria_nc0s000 te_p0000000 pido_vmip000 que_cs,haya_vasp000,alimentos_nc0p000 en_sp000 cada_di0000 hogar_nc0s000 de_sp000 venezuela_nc0s000 httpst.cotlag3hslhb_z0,other,Twitter,-0.9965839,37.6256827,47,9
singular,cenizas,tail.setting,Madrid,Community of Madrid,absent,Center,Alcalá de Henares,"""_fe donde_pr000000 solo_rg",había_vaii000,"cenizas_nc0p000 levante_vmsp000 un_di0000 imperio_nc0s000 ""_fe httpst.copibwutaeuk_nc0s000",other,Twitter,-3.3635421,40.4819791,41,7
plural,cantantes,head,Madrid,Community of Madrid,absent,Center,Madrid,@richard_pena_m_nc0s000 no_rn sabía_vmii000 ke_pi000000,habían_vaii000,peores_aq0000 cantantes_nc0p000 ke_np00000 tú_pp000000 #firstdates_vmip000 104_z0,other,Twitter,-3.7037902,40.4167754,29,9
singular,cortes,tail.setting,Toledo,Castile-La Mancha,absent,Center,Toledo,republica56_z0 cantabriamiguel_np00000 pero_cc antes_rg,debe_vmip000 haber_van0000,cortes_nc0p000 constituyentes_aq0000,other,Twitter,-4.0273231,39.8628316,15,6
singular,ladrones,head,Cáceres,Extremadura,absent,South,Jarandilla de la Vera,pues claro que,había,[ladrones],other,Coser,-5.6602562,40.1286709,2,8
singular,eliminatorias,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,obviamente_rg,debería_vmic000 haber_van0000,eliminatorias_nc0p000 ._fphttpst.cofxhxjnfr7s_nc0n000,other,Twitter,-3.7037902,40.4167754,15,13
singular,sitios,tail.setting,Ciudad Real,Castilla-La-Mancha,absent,Center,Porzuna, ,había, sitios que a lo mejor hacían bromas los amigos ,other,Coser,-4.1552154,39.1468093,42,6
singular,palmadas,tail.setting,Sevilla,Andalusia,absent,South,Seville,carcasor_nc0s000 nachofabiani_np00000 no_rn seas_vmii000 maaalo_nc0s000 ._fpotros_di0000 renunciamos_vmsp000 en_sp000 su_dp0000 día_nc0s000 y_cc tmpco_aq0000,hubo_vais000,palmadas_nc0p000 ._fprenuncia_nc0s000 ante_sp000 abuso_nc0s000 laboral_aq0000 y_cc recibe_vmip000 comprensión_nc0s000,synthetic.preterit,Twitter,-5.9844589,37.3890924,42,8
singular,granadas,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,"christian_vmip000 estrosi_nc0s000 ,_fc presidente_nc0s000 de_sp000 la_da0000 región_nc0s000 de_sp000 niza_nc0s000 ,_fc dijo_vmis000 que_cs en_sp000 el_da0000 camión_nc0s000 también_rg",había_vaii000,granadas_nc0p000 reportan_vmip000 más_rg de_sp000 70_z0 víctimas_nc0p000,other,Twitter,2.1734035,41.3850639,28,8
singular,problemas,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,"si_cs le_pp000000 han_vaip000 echado_aq0000 ,_fc",había_vaii000,problemas_nc0p000 con_sp000 la_da0000 directiva_nc0s000 en_sp000 los_da0000 fichajes_nc0p000 -lrb-_np00000 este_dd0000 por_sp000 ejemplo_nc0s000 -rrb-_np00000 y_cc,other,Twitter,-3.7037902,40.4167754,64,9
singular,dudas,tail.setting,Biscay,Basque Country,present,North,Bilbao,"realsociedad_nc0s000 gerorulli_nc0s000 de_sp000 rulli_nc0s000 no_rn se_p0000000 duda_vmip000 #palabraderulli_np00000 ._fpde_vmis000 q_nc0n000 iba_vmii000 a_sp000 venir_vmn0000 ,_fc tampoco_rg",había_vaii000,dudas_nc0p000 en_sp000 esta_dd0000 cuenta_nc0s000 ._fpde_sp000 la_da0000 transparencia_nc0s000 12_z0,other,Twitter,-2.9349852,43.2630126,37,5
singular,opciones,tail.setting,Guadalajara,Castile-La Mancha,absent,Center,Guadalajara,"segunda_ao0000 parte_nc0s000 bastante_rg fea_aq0000 y_cc trabada_aq0000 ,_fc apenas_rg",hubo_vais000,opciones_nc0p000 de_sp000 buscar_vmn0000 el_da0000 empate_nc0s000 ._fpprimer_ao0000 gol_nc0s000 encajado_aq0000 y_cc primera_ao0000 derrota_nc0s000 de_sp000 la_da0000 pretemporada._nc0s000,synthetic.preterit,Twitter,-3.16017,40.632489,73,8
singular,posibilidades,tail.setting,Barcelona,Catalonia,absent,East,Mataró,"lo_da0000 ""_fe bueno_aq0000 ""_fe de_sp000 que_cs llegase_vmsi000 color_nc0s000 kotori_np00000 es_vsip000 que_cs podría_vmic000 venderla_nc0s000 como_cs peluca_nc0s000 de_sp000 kotori_np00000 y_cc",habría_vaic000,más_rg posibilidades_nc0p000 de_sp000 venta._nc0s000,other,Twitter,2.4447406,41.5381124,14,13
singular,cojones,tail.setting,Sevilla,Andalusia,absent,South,Seville,pero_cc qué_dt0000 prisa_nc0s000,había_vaii000,cojones_nc0p000 po_vmip000 nada_pi000000 ..._fs,other,Twitter,-5.9844589,37.3890924,12,7
singular,rebajas,tail.setting,León,Castile and León,absent,Center,Ponferrada,que_cs duro_nc0s000 es_vsip000 que_cs,haya_vasp000,rebajas_nc0p000,other,Twitter,-6.598259,42.5499958,0,7
